t,pos_pid,vel_pid,r_rpm,l_rpm,v,ref_pos,x,theta,x_dot,theta_dot,mpu_1,mpu_2,encoder_1,encoder_2,out,newspeed,newspeed1,newspeed2
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-5.0,5.0,5.0,5.0
